load,temp,hum,wind,hour,dow,holiday
958.1624152060973,15.361049746131515,62.88862589186423,4.1834907267489765,0,0,0
944.0794047737788,17.154198099876112,70.34233450519768,4.313333110494832,1,0,0
1007.5717345227383,12.409896156095856,61.998989216184995,3.894411209542808,2,0,0
1080.582814914423,20.065029716453303,63.849018274633195,5.438895027270336,3,0,0
1025.1887765834608,8.829809040001255,68.50503913993671,4.628549535801673,4,0,0
1058.8232176200231,19.3303655935557,62.889622696613,5.438046111807407,5,0,0
1182.1554917376843,14.821408031762076,59.27347422412042,4.940531820386369,6,0,0
1171.1859417031055,17.957531551990265,59.76856621321657,6.82767250217134,7,0,0
1134.0398706496976,16.034140930021188,63.98938728988808,6.394559338763853,8,0,0
1202.8760879705724,15.973550407363525,65.96804939305439,5.460552307261385,9,0,0
1163.2366138015318,16.591038183408287,63.49279852487322,5.9760819500916025,10,0,0
1165.6053590496044,17.348265240189424,65.5800328741629,5.468276048669117,11,0,0
1195.2502026839666,13.927437551351396,55.71407020181227,5.82200687874872,12,0,0
1074.0293009011161,18.0111551251584,54.278756659769776,6.194362850381211,13,0,0
1063.2942791952016,11.64617361327932,50.20810504886365,6.3543753132804595,14,0,0
1096.0525391018678,14.876421566132512,49.39537137147205,5.228565772359895,15,0,0
1044.7552527266043,17.393150916371987,60.40551103980212,5.357772030042135,16,0,0
1080.9901180447098,17.863121798885913,51.58911597297379,6.057589364625866,17,0,0
990.5414129854082,16.253263584034112,52.96554572656689,6.076170029191932,18,0,0
938.8486164960639,13.683547771012663,47.038476474099824,4.830959315569309,19,0,0
1060.9943473442631,17.54667653572392,56.84915114239343,5.4784276010243,20,0,0
960.9393777169654,12.841282672797103,60.476264585190314,4.147570621312809,21,0,0
967.4958674812116,20.096436878422885,65.31558478678024,4.368887562616318,22,0,0
892.7451639503166,14.581025312876749,65.50996691304006,3.688848373461515,23,0,0
944.6446199845681,10.208989355823773,64.16056424562211,3.7971320436742246,0,1,0
992.8015100667557,11.236644556013724,66.05512933755833,5.215688528116041,1,1,0
951.5808692475919,14.944454484569112,68.17945637215011,4.490187618359838,2,1,0
1054.7979549482097,15.225828097710124,70.13143151765243,4.624401131205192,3,1,0
1036.046048627673,20.708151148010842,76.33546782220483,4.7176127982009515,4,1,0
1082.6913929302118,11.676511993053733,75.08083895930741,5.067613818713853,5,1,0
1097.3880899910507,14.903225623549568,72.54038038753264,5.009959665569443,6,1,0
1247.210767240381,11.599403934824663,77.38200191366684,5.655108517697147,7,1,0
1176.1004837693697,13.292532841244487,51.92176835574779,5.715753816548193,8,1,0
1139.5819415098358,19.815242853976454,60.51510243979685,5.619055217705341,9,1,0
1241.6938937960424,11.347147578943096,60.17960275733717,5.659217214419553,10,1,0
1139.4342427277768,16.51011313070502,54.27930834166258,6.074307802270339,11,1,0
1202.5945579856882,15.920537674771845,50.55699099069602,5.635337383392361,12,1,0
1078.1167042862344,14.662131190706713,44.51195589630961,5.862822092827248,13,1,0
1086.9418971570926,16.285785347923483,49.90349717358406,5.706242353531365,14,1,0
1135.2252912857637,11.240244481288261,54.87463896936126,4.744710990370978,15,1,0
1130.9435208073216,19.682103443190186,53.87246609334743,6.162096656850192,16,1,0
1069.885026644702,20.480502845391527,46.52170935549511,4.6703808125393085,17,1,0
1023.625565505543,14.84011104480886,52.325399773754704,4.530072025424747,18,1,0
985.3151041243193,21.960946089838416,59.55204706476511,5.665191319228206,19,1,0
902.1516227257587,13.487374808460007,47.19670454114192,4.445767675184207,20,1,0
922.0828764843337,15.878585652124013,56.39042478671035,3.7271252754746502,21,1,0
924.4407713460546,18.965788095345623,61.19651560113559,5.186325863828765,22,1,0
997.7270608714305,13.285938926529829,62.40962098871651,3.942042755099165,23,1,0
967.5003830758594,10.51113670713423,69.04742235612899,4.60736625866217,0,2,0
875.1620359342505,9.813464440575348,59.41311575356502,3.8034168813453952,1,2,0
999.0353274912633,20.823927263572404,63.51076646200757,3.6958973464316798,2,2,0
988.1437036401537,13.04720573884145,73.00570301332787,4.6045448817561265,3,2,0
1001.3463331956575,14.06990170754407,61.486095312698865,4.395997534125818,4,2,0
1094.7527102776105,11.281652261714093,73.77648041846776,5.41964970361443,5,2,0
1143.7463633991126,17.45779502906582,71.02491640006329,5.752291652219094,6,2,0
1163.768802453319,12.260930507016099,70.94555070984214,6.051560272262261,7,2,0
1095.3651576461123,13.124654098215268,62.85651196833339,5.576241426338762,8,2,0
1135.5609639340776,15.489837742541967,65.36458749499428,6.537927592816971,9,2,0
1173.7507684548432,11.391972215922866,54.37452800215516,5.468012136394394,10,2,0
1204.0076357246849,14.041196916441727,55.56793099913584,6.049940568052449,11,2,0
1121.148388503141,18.776406438464505,55.38743931534567,5.930820760425609,12,2,0
1118.0460292663918,15.847375028807704,48.60400697534111,6.969202773844871,13,2,0
1047.6099566041732,14.947073104863271,52.55067457417668,6.535749943651088,14,2,0
1013.5701468112678,15.192874975995945,44.68346755618576,5.863837223627942,15,2,0
1081.1456848199846,13.37371041209219,51.34603843100111,5.831273513205007,16,2,0
1074.2090762501552,20.52240774778175,58.99161030863502,6.354495433950659,17,2,0
969.5514872057197,12.090314725173481,44.94084618800949,5.038420025927553,18,2,0
993.0386589729533,15.152400174375737,52.65124740730502,4.200990509630707,19,2,0
935.484871581045,14.857534206355995,46.70723447764236,4.516174083544341,20,2,0
866.0656127099215,17.53158109839166,53.01983459812089,4.5581179377865,21,2,0
904.7992204065569,17.807651717544452,63.27378000578813,5.198018594801005,22,2,0
960.1301602303665,14.394910070065626,60.206401279581904,4.778939390511229,23,2,0
886.0778941810503,15.35580280710661,68.50630607988434,3.978069844747099,0,3,0
978.3811217387506,15.462244699312409,68.68166269525814,4.494342528302136,1,3,0
788.0577588911083,7.653052849909335,68.21726840929466,4.1631862132184425,2,3,0
984.1805082907086,9.695346661170797,64.44843332623057,5.809631823895217,3,3,0
974.8014588301697,12.639962325038297,73.42465671066162,5.606541751117645,4,3,0
984.1403362612526,12.763195576975399,71.23830985555885,5.244298137609129,5,3,0
1031.4678669153689,10.842982833101573,61.135623578856965,5.377410901449757,6,3,0
952.3682547865283,16.6824165936733,62.41332404489875,5.937460272334989,7,3,0
1060.839834766101,14.432863214517907,51.35781582437507,5.703463529525058,8,3,0
1103.4271881938255,13.7752636762567,55.98726128000823,4.937068882988142,9,3,0
1165.7818740538135,10.643721160569278,58.669084547807266,6.698483358779084,10,3,0
1064.2628485286207,14.271392359437508,52.36117750972896,6.567209106095486,11,3,0
1039.971267772964,6.517812958346237,51.04741163368954,6.186002066648033,12,3,0
1037.968823489769,13.901838877867894,60.05060488600452,5.773086933007095,13,3,0
1084.9587274539813,14.57309971410841,56.6042068541957,5.936760223765255,14,3,0
1026.7087897704018,15.102134875188822,46.93116276134909,4.525818362218759,15,3,0
951.6447214304699,9.676926167148027,53.97047255383864,5.1783557261589515,16,3,0
970.4890968983428,15.036523527526935,56.3567230512195,6.470255841172791,17,3,0
917.3414240541993,11.230621695913209,54.316916839025055,5.672848363018021,18,3,0
931.6270415890498,11.910348528554248,54.25868540389413,4.243173254013105,19,3,0
823.7193451986611,16.49439503837598,60.28865515646009,4.586139475693293,20,3,0
824.5309818738333,20.37578524569834,61.032194588360035,3.8027222366969027,21,3,0
810.9758465297326,14.480363889654548,53.69856282930385,4.127408748595849,22,3,0
755.2477284573174,11.867845121551197,61.41488301883774,4.178470623495751,23,3,0
849.2958094857657,14.877987074506796,62.03390998074429,4.800802423301591,0,4,0
861.3278893945427,17.121907792940025,72.66461332150973,4.653607413820902,1,4,0
869.010486999948,16.16065796416863,65.63774951206749,4.366565102213041,2,4,0
882.7252505654828,22.519849191372536,65.83457144329869,4.6388557886767545,3,4,0
852.7827063547309,12.137343539132011,75.13062599053214,4.599733406698475,4,4,0
932.9645554953174,15.032896727293075,71.01599629296022,5.762682721437804,5,4,0
966.52274260681,18.915802561273836,79.33473737206194,6.018984766128304,6,4,0
970.3499234675255,18.72037320160398,62.92474439728307,4.917571967790121,7,4,0
1024.477888310104,8.404508880229551,62.608780584801906,4.871723624377212,8,4,0
1068.5549180471276,14.237517352342056,68.42523399856611,5.688500831778126,9,4,0
1151.096881626069,18.69400044975205,53.84046399660399,5.833895587464054,10,4,0
1065.979827618808,22.905215453911403,64.23891750109689,6.112222418427837,11,4,0
1062.5737304031707,16.33752285891783,49.16846770303513,5.162650169943857,12,4,0
1030.9087378143793,13.115394449649681,56.14887191418082,5.625080983208308,13,4,0
917.1437425254514,11.184224398301946,42.24488510167897,5.890650250868181,14,4,0
985.2005308025945,20.8609138585615,50.63015290009366,5.4583585165289605,15,4,0
959.7992230006458,16.38375888487935,43.15513193490192,6.160981277665773,16,4,0
1049.0781275298268,11.646184097175423,59.91373497175606,6.520973053226367,17,4,0
886.4270297117522,13.57376694769443,45.866021817118686,5.144893364995312,18,4,0
884.3253932652862,15.106647186238268,48.619762943780465,5.662122357479854,19,4,0
845.6603255172098,15.800359610342737,57.47416954938245,4.821413255945952,20,4,0
773.5962331029878,11.462936116514443,54.179816544089284,4.300281099471431,21,4,0
881.3984683496551,12.3120737064731,63.2638009321869,4.161517635834785,22,4,0
862.2705438890088,9.188694580329713,58.8050933952036,4.645366773085816,23,4,0
872.8768669096174,17.259638881439884,60.85450060302921,3.6791880421797436,0,5,0
804.2333833832755,13.108350799745926,66.76445237147163,4.038023890967612,1,5,0
942.9177897094487,15.52502578096872,62.455207231193896,3.945722013319759,2,5,0
830.9807864979671,18.38569144211642,71.57732812318531,5.082331419431405,3,5,0
962.1045154341027,14.77138187976028,74.38370821752272,5.22908001063593,4,5,0
1075.3142925879283,13.765716018000186,72.48262441326357,5.945036661843226,5,5,0
948.4995870941004,14.679248330341395,71.992229975795,5.712364111469551,6,5,0
999.0754542993203,14.279921629390788,57.61167591148867,5.793161015463952,7,5,0
1056.9917098685808,17.821693197607605,62.89472150283665,6.023691039373726,8,5,0
1045.1642157437136,15.008571254381541,61.68006948320846,5.719791121133412,9,5,0
1003.7334125744346,12.435711336151913,67.5082292118871,5.9869095036057836,10,5,0
1087.6226888954795,17.205320377687563,54.733918769767634,6.44848555999752,11,5,0
1025.9570180042476,17.746085570903062,43.69707215000713,5.589891885236755,12,5,0
1090.0834194209071,10.032500402529958,48.07790656314153,6.833730479974488,13,5,0
1001.2416567458647,18.638704208486004,48.15417414706643,6.250843588993689,14,5,0
1100.4690423933096,15.127348638697583,39.62209303051383,6.858340504063914,15,5,0
956.3411705895317,14.875884431775315,54.84629698535544,5.144323149172028,16,5,0
950.7504115277145,17.038810239434007,42.434458625773345,4.998917079650515,17,5,0
979.827957519178,12.31086943965845,53.4542821222567,5.600219669923395,18,5,0
852.9265582052351,16.867154931660842,47.30206436020197,5.279303594636026,19,5,0
906.0476057476453,12.867198268353064,62.33196160439348,4.771470657737641,20,5,0
946.6622556660437,9.565536442647499,55.803836199682166,4.1306855805106775,21,5,0
795.0909853261819,10.989983968074206,57.36847587416379,4.383762822568319,22,5,0
886.9800860166175,15.677183150796818,65.00081652181582,4.369615104442083,23,5,0
901.1918254074086,11.13257800554168,59.7577529634383,3.345752056481847,0,6,0
945.39295017652,18.792077298949973,69.77997827134537,4.055862824338026,1,6,0
869.1825272535872,17.522565727642395,66.13151664181214,4.708855734022149,2,6,0
894.8794275179396,17.947899841121803,66.6224870667976,5.159215410372245,3,6,0
1020.1863733771521,14.314785599181237,69.55937206675421,4.85688240874504,4,6,0
1043.3867846222827,14.706902774256,64.26928903336801,4.816997074577372,5,6,0
1074.633196229876,10.345050970625536,67.82136719597038,5.471821995974601,6,6,0
1110.046848691226,16.90640622725203,68.93337724692842,5.483324054291794,7,6,0
