load,solar_gen,wind_gen,cloud,temp,hour,dow
852.229023741357,11.44922701084256,102.67613463024078,0.07974299693968682,10.467749292404761,0,0
918.5210524046385,54.9663959939845,158.27866491447386,0.10010850153783456,13.366475877073132,1,0
929.4950066620119,151.47300998856227,160.77626452391826,0.022330085057893065,14.089061450319388,2,0
872.877270242166,164.25048817898977,175.3668539735273,0.17312838085929844,14.96529333717731,3,0
941.2701619264091,222.76795010832927,185.4055200871475,0.23383765906812837,11.121699212100523,4,0
1056.9317912352938,188.00843756000702,205.98550677061033,0.3747888361662637,15.493304103682854,5,0
899.6583253249363,280.2059940325799,198.16802760333613,0.08630858185931072,21.336289982419352,6,0
1046.8002365034358,130.24701920336105,205.41201485817052,0.5863262307575433,9.761954017011137,7,0
1161.7330196379962,113.72058620866304,192.23839607502828,0.6133829245443816,13.569818686059183,8,0
1086.5788473325658,118.30861016777364,243.33197220527285,0.42455691025396586,13.784351169529943,9,0
1091.1919400536287,130.98353588559388,180.76810599134564,0.12664877337213679,19.022753972044317,10,0
1168.497897722365,62.2013651884676,248.20016352269852,0.16751884741408551,16.151480774755157,11,0
1206.4783329799343,10.683508112385985,250.2327543158479,0.5567812674376266,17.596039747623415,12,0
1057.5846201690326,0.0,230.7967603444181,0.22379875237144234,15.183647166921297,13,0
1092.3138527750157,4.4509003765551505,279.6307552910071,0.6176941453379786,18.686102697022786,14,0
1004.9227051436387,0.0,233.3606688421872,0.24461700123868063,17.389396908739812,15,0
1159.693206882797,0.0,247.19214515154167,0.11462976161075732,13.873507269676056,16,0
1129.542895050205,0.0,243.11337977735343,0.39025189378064046,17.152559109853897,17,0
1046.5808033603416,0.0,217.84565714153723,0.09698599720306891,11.793436050790103,18,0
964.5387789325626,10.253535266970829,246.30045531346707,0.5778917569174502,18.391434634779312,19,0
971.4394035470842,0.0,244.97662024201557,0.21405619490340216,13.001991212243778,20,0
1032.3816230716457,2.590764192290277,255.25386447373648,0.5373601059405073,12.830870597303125,21,0
873.0131773270757,0.0,237.21824862595057,0.324376185553389,15.343982637288594,22,0
963.4660340620654,10.721072344442913,263.8915279247368,0.5469595953126998,20.655992091849548,23,0
898.9709525545375,0.0,223.855845721171,0.5994837298783022,17.730052995336052,0,1
945.9815977484873,60.54476806054679,220.40449710943463,0.1488085958195026,20.52041818140153,1,1
1000.4624645167132,103.22471111734163,212.94631619029238,0.3616092043925584,13.680935903770939,2,1
876.9265947958195,141.41507019032565,257.113590374858,0.3747855249721506,15.74233618842677,3,1
993.4226213407236,195.64725261305043,193.9579782555972,0.23248331948805384,11.483943157923196,4,1
985.0831179394878,249.07085290881335,223.30814280923522,0.09327201171694753,12.061092799535675,5,1
1070.5915114955835,147.94583003049502,172.35655844882092,0.512129268096777,13.17906107933919,6,1
922.0373611003255,231.3812052105179,211.72015331409432,0.23713998645223974,8.898602932559262,7,1
1014.9065266119469,244.04548399940057,153.33632730430622,0.10375508319832927,19.685819430479803,8,1
1092.6103031394312,166.80194805763827,170.19412550605117,0.16785923651240475,11.578882561397638,9,1
1180.8307362485593,96.39373429740434,154.00291487337608,0.4590373314247921,15.007748180686571,10,1
1133.0622982370144,52.58143425098571,203.86669421670427,0.0858785381037114,17.406262958792812,11,1
1184.07235628913,0.0,153.82507645605003,0.19455987266651226,16.871538027978556,12,1
1121.0470243942468,0.0,86.83855570760609,0.1355218110737853,15.812405684285807,13,1
1022.1996179603872,0.0,161.46036136469633,0.2716144713030291,13.75255019806774,14,1
1114.013920039246,0.0,114.53525889621035,0.4655477531783351,15.697747263590411,15,1
987.3207062559036,0.0,132.8122106380584,0.4799201750909915,13.611863447240916,16,1
937.5110400814405,24.225671179813975,116.17871938464994,0.036823390466482024,14.157445872247418,17,1
956.6428396048383,0.0,92.24067205863417,0.1852614756289032,14.227214232727833,18,1
1029.174596929963,0.0,90.0691569571842,0.18586959645755627,15.535205131154896,19,1
945.696660894851,0.0,96.20316552288492,0.13495285199550766,15.83428691976513,20,1
928.0063700900748,5.0938767420932365,59.883355900437394,0.32731586414052527,14.242633548574178,21,1
1032.7527770300949,0.0,99.40156900315719,0.2193601583444061,15.111546722315406,22,1
897.5706244695236,0.0,78.1378998622435,0.5308941432420677,10.434351100891739,23,1
989.9734207102956,12.440924984375325,75.32557365550164,0.18122084345585207,7.7931060638063325,0,2
1052.0535511769904,53.84712168430361,71.32941507374909,0.2580979193165357,17.62305263012437,1,2
816.0850413266533,125.10825612908492,43.80452722870518,0.12092079505604762,13.02729559896944,2,2
893.1798673285479,157.3222138838484,43.852182973196946,0.24181287797774667,10.474480305213186,3,2
1006.2414798887921,250.79798074758506,65.2262312467918,0.0019090365055687776,13.775116464607564,4,2
923.4089729457025,266.11781081940245,108.75520850312043,0.11101305129299155,14.29092918381519,5,2
1027.6766523543274,181.37076831299493,48.01333213981548,0.377878457004639,11.345646012087446,6,2
